2020-03-19,3,0,3,0  
2020-03-20,9,0,12,0  
2020-03-21,2,0,14,0  
2020-03-22,1,1,15,1  
2020-03-23,12,0,27,1  
2020-03-24,2,0,29,1  
2020-03-25,3,0,32,1  
2020-03-26,5,0,37,1  
2020-03-27,12,0,49,1  
2020-03-28,2,0,51,1  
2020-03-29,4,0,55,1  
2020-03-30,1,0,56,1  
2020-03-31,4,0,60,1  
2020-04-01,9,2,69,3  
2020-04-02,8,0,77,3  
2020-04-03,5,0,82,3  
2020-04-04,5,1,87,4  
2020-04-05,6,0,93,4  
2020-04-06,17,0,110,4  
2020-04-07,2,0,112,4  
2020-04-08,9,0,121,4  
