2019-12-31,0,0,0,0  
2020-01-01,0,0,0,0  
2020-01-02,0,0,0,0  
2020-01-03,0,0,0,0  
2020-01-04,0,0,0,0  
2020-01-05,0,0,0,0  
2020-01-06,0,0,0,0  
2020-01-07,0,0,0,0  
2020-01-08,0,0,0,0  
2020-01-09,0,0,0,0  
2020-01-10,0,0,0,0  
2020-01-11,0,0,0,0  
2020-01-12,0,0,0,0  
2020-01-13,0,0,0,0  
2020-01-14,0,0,0,0  
2020-01-15,1,0,1,0  
2020-01-16,0,0,1,0  
2020-01-17,0,0,1,0  
2020-01-18,0,0,1,0  
2020-01-19,0,0,1,0  
2020-01-20,0,0,1,0  
2020-01-21,0,0,1,0  
2020-01-22,0,0,1,0  
2020-01-23,0,0,1,0  
2020-01-24,1,0,2,0  
2020-01-25,0,0,2,0  
2020-01-26,1,0,3,0  
2020-01-27,0,0,3,0  
2020-01-28,1,0,4,0  
2020-01-29,3,0,7,0  
2020-01-30,4,0,11,0  
2020-01-31,3,0,14,0  
2020-02-01,1,0,15,0  
2020-02-02,4,0,19,0  
2020-02-03,1,0,20,0  
2020-02-04,0,0,20,0  
2020-02-05,5,0,25,0  
2020-02-06,0,0,25,0  
2020-02-07,0,0,25,0  
2020-02-08,0,0,25,0  
2020-02-09,0,0,25,0  
2020-02-10,0,0,25,0  
2020-02-11,0,0,25,0  
2020-02-12,0,0,25,0  
2020-02-13,4,1,29,1  
2020-02-14,1,0,30,1  
2020-02-15,8,0,38,1  
2020-02-16,14,0,52,1  
2020-02-17,7,0,59,1  
2020-02-18,0,0,59,1  
2020-02-19,7,0,66,1  
2020-02-20,18,0,84,1  
2020-02-21,9,0,93,1  
2020-02-22,12,0,105,1  
2020-02-23,27,0,132,1  
2020-02-24,12,0,144,1  
2020-02-25,0,0,144,1  
2020-02-26,20,0,164,1  
2020-02-27,22,2,186,3  
2020-02-28,24,0,210,3  
2020-02-29,20,0,230,3  
2020-03-01,9,2,239,5  
2020-03-02,15,1,254,6  
2020-03-03,0,0,254,6  
2020-03-04,14,0,268,6  
2020-03-05,49,0,317,6  
2020-03-06,32,0,349,6  
2020-03-07,59,0,408,6  
2020-03-08,47,0,455,6  
2020-03-09,33,1,488,7  
2020-03-10,26,2,514,9  
2020-03-11,54,3,568,12  
2020-03-12,51,3,619,15  
2020-03-13,56,4,675,19  
2020-03-14,62,2,737,21  
2020-03-15,43,1,780,22  
2020-03-16,34,2,814,24  
2020-03-17,10,4,824,28  
2020-03-18,5,0,829,28  
2020-03-19,44,1,873,29  
2020-03-20,77,4,950,33  
2020-03-21,57,2,1007,35  
2020-03-22,39,1,1046,36  
2020-03-23,43,5,1089,41  
2020-03-24,39,1,1128,42  
2020-03-25,65,1,1193,43  
2020-03-26,75,2,1268,45  
2020-03-27,96,1,1364,46  
2020-03-28,135,3,1499,49  
2020-03-29,194,3,1693,52  
2020-03-30,173,2,1866,54  
2020-03-31,87,2,1953,56  
2020-04-01,0,0,1953,56  
2020-04-02,225,1,2178,57  
2020-04-03,439,6,2617,63  
2020-04-04,318,6,2935,69  
2020-04-05,336,1,3271,70  
2020-04-06,383,3,3654,73  
2020-04-07,163,7,3817,80  
2020-04-08,89,0,3906,80  
